Deskripsi Kode|Material|Plant|Sloc|Quantity
HRC (Excl N1)|HCF-S|HSM|INNP|                  7,460
HRC (Excl N1)|HCF-S|HSM|INNP|                 22,190
HRC (Excl N1)|HCF-S|HSM|INNP|                  1,020
HRC (Excl N1)|HCF-S|HSM|INNP|                 27,770
HRC (Excl N1)|HCF-S|HSM|INNP|                  9,915
HRC (Excl N1)|HCF-S|HSM|INNP|                  7,140
HRC (Excl N1)|HCF-S|HSM|INNP|                 22,490
HRC (Excl N1)|HCF-S|HSM|INNP|                 22,400
HRC (Excl N1)|HCF-S|HSM|INNP|                 19,400
HRC (Excl N1)|HCF-S|HSM|INNP|                 19,760
HRC (Excl N1)|HCF-S|HSM|INTR|                477,390
HRC (Excl N1)|HCR|CRM|C001|                 40,020
HRC (Excl N1)|HCR|CRM|C001|                220,720
HRC (Excl N1)|HCR|CRM|C001|                119,980
HRC (Excl N1)|HCR|CRM|C001|                200,380
HRC (Excl N1)|HCR|CRM|C001|                200,300
HRC (Excl N1)|HCR|CRM|C001|                420,820
HRC (Excl N1)|HCR|CRM|C001|                 88,160
HRC (Excl N1)|HCR|CRM|C001|                 16,920
HRC (Excl N1)|HCR|CRM|C001|                 32,840
HRC (Excl N1)|HCR|CRM|C001|                 17,260
HRC (Excl N1)|HCR|CRM|C001|                 19,220
HRC (Excl N1)|HCR|CRM|C001|                 18,920
HRC (Excl N1)|HCR|CRM|C001|                 19,940
HRC (Excl N1)|HCR|CRM|C001|                 66,320
HRC (Excl N1)|HCR|CRM|C001|                 19,840
HRC (Excl N1)|HCR|CRM|C001|                 19,780
HRC (Excl N1)|HCR|CRM|C001|                 22,440
HRC (Excl N1)|HCR|CRM|C001|                 13,940
HRC (Excl N1)|HCR|CRM|C001|                 15,980
HRC (Excl N1)|HCR|CRM|C001|                100,400
HRC (Excl N1)|HCR|CRM|C001|                 38,460
HRC (Excl N1)|HCR|CRM|C001|                 49,040
HRC (Excl N1)|HCR|CRM|C001|                 50,780
HRC (Excl N1)|HCR|CRM|C001|                 16,060
HRC (Excl N1)|HCR|CRM|C001|                 20,060
HRC (Excl N1)|HCR|CRM|C001|                 19,920
HRC (Excl N1)|HCR|CRM|C001|                197,260
HRC (Excl N1)|HCR|CRM|C001|                 33,480
HRC (Excl N1)|HCR|CRM|C001|                 60,780
HRC (Excl N1)|HCR|CRM|C001|                 20,460
HRC (Excl N1)|HCR|CRM|C001|                 82,220
HRC (Excl N1)|HCR|CRM|C001|                 22,560
HRC (Excl N1)|HCR|CRM|C001|                 13,560
HRC (Excl N1)|HCR|CRM|C001|                 85,180
HRC (Excl N1)|HCR|CRM|C001|                 40,440
HRC (Excl N1)|HCR|CRM|C001|                 21,180
HRC (Excl N1)|HCR|CRM|C001|                 16,080
HRC (Excl N1)|HCR|CRM|C001|                 22,460
HRC (Excl N1)|HCR|CRM|C001|                 10,440
HRC (Excl N1)|HCR|CRM|C001|                 10,380
HRC (Excl N1)|HCR|CRM|C001|                 19,080
HRC (Excl N1)|HCR|CRM|C001|                 13,760
HRC (Excl N1)|HCR|CRM|C001|                 16,820
HRC (Excl N1)|HCR|CRM|C001|                 16,120
HRC (Excl N1)|HCR|CRM|C001|                 20,660
HRC (Excl N1)|HCR|CRM|C001|                177,740
HRC (Excl N1)|HCR|CRM|C001|                102,240
HRC (Excl N1)|HCR|CRM|C001|                 19,260
HRC (Excl N1)|HCR|CRM|C001|                 16,340
HRC (Excl N1)|HCR|CRM|C001|                 16,300
HRC (Excl N1)|HCR|CRM|C001|                 66,380
HRC (Excl N1)|HCR|CRM|C001|                108,360
HRC (Excl N1)|HCR|CRM|C001|                 16,340
HRC (Excl N1)|HCR|CRM|C001|                181,740
HRC (Excl N1)|HCR|CRM|C001|                100,960
HRC (Excl N1)|HCR|CRM|C001|                 16,140
HRC (Excl N1)|HCR|CRM|C001|                 21,120
HRC (Excl N1)|HCR|CRM|C001|                 22,200
HRC (Excl N1)|HCR|CRM|C001|                 33,440
HRC (Excl N1)|HCR|CRM|C001|                 17,040
HRC (Excl N1)|HCR|CRM|C001|                 19,880
HRC (Excl N1)|HCR|CRM|C001|                 16,960
HRC (Excl N1)|HCR|CRM|C001|                 16,740
HRC (Excl N1)|HCR|CRM|C001|                 28,800
HRC (Excl N1)|HCR|CRM|C001|                 12,600
HRC (Excl N1)|HCR|CRM|C001|                 19,920
HRC (Excl N1)|HCR|CRM|C001|                 39,840
HRC (Excl N1)|HCR|CRM|C001|                 17,100
HRC (Excl N1)|HCR|CRM|C001|                 20,040
HRC (Excl N1)|HCR|CRM|C001|                 16,940
HRC (Excl N1)|HCR|CRM|C001|                 60,440
HRC (Excl N1)|HCR|CRM|C001|                 22,540
HRC (Excl N1)|HCR|CRM|C001|                 15,740
HRC (Excl N1)|HCR|CRM|C001|                 12,780
HRC (Excl N1)|HCR|CRM|C001|                  9,100
HRC (Excl N1)|HCR|CRM|C001|                 16,960
HRC (Excl N1)|HCR|CRM|C001|                 20,680
HRC (Excl N1)|HCR|CRM|C001|                 20,120
HRC (Excl N1)|HCR|CRM|C001|                 16,640
HRC (Excl N1)|HCR|CRM|C001|                 18,980
HRC (Excl N1)|HCR|CRM|C001|                 18,820
HRC (Excl N1)|HCR|CRM|C001|                 15,280
HRC (Excl N1)|HCR|CRM|C001|                 31,300
HRC (Excl N1)|HCR|CRM|C001|                 81,480
HRC (Excl N1)|HCR|CRM|C001|                 15,520
HRC (Excl N1)|HCR|CRM|C001|                 98,840
HRC (Excl N1)|HCR|CRM|C001|                 50,680
HRC (Excl N1)|HCR|CRM|C001|                 82,240
HRC (Excl N1)|HCR|CRM|C001|                348,220
HRC (Excl N1)|HCR|CRM|C001|                 33,760
HRC (Excl N1)|HCR|CRM|C001|                 15,460
HRC (Excl N1)|HCR|CRM|C001|                 15,140
HRC (Excl N1)|HCR|CRM|C001|                 16,960
HRC (Excl N1)|HCR|CRM|C001|                 19,800
HRC (Excl N1)|HCR|CRM|C001|                 66,760
HRC (Excl N1)|HCR|CRM|C001|                 32,420
HRC (Excl N1)|HCR|CRM|C001|                 15,740
HRC (Excl N1)|HCR|CRM|C001|                151,480
HRC (Excl N1)|HCR|CRM|C001|                 18,580
HRC (Excl N1)|HCR|CRM|C001|                 20,180
HRC (Excl N1)|HCR|CRM|C001|                  8,880
HRC (Excl N1)|HCR|CRM|C001|                231,260
HRC (Excl N1)|HCR|CRM|C001|                446,760
HRC (Excl N1)|HCR|CRM|C001|                229,420
HRC (Excl N1)|HCR|CRM|C001|                214,040
HRC (Excl N1)|HCR|CRM|C001|                 96,620
HRC (Excl N1)|HCR|CRM|C001|                350,240
HRC (Excl N1)|HCR|CRM|C001|                 84,720
HRC (Excl N1)|HCR|CRM|C001|                234,380
HRC (Excl N1)|HCR|CRM|C001|                167,940
HRC (Excl N1)|HCR|CRM|C001|                 32,420
HRC (Excl N1)|HCR|CRM|C001|                214,140
HRC (Excl N1)|HCR|CRM|C001|                197,460
HRC (Excl N1)|HCR|CRM|C001|                 32,060
HRC (Excl N1)|HCR|CRM|C001|                118,700
HRC (Excl N1)|HCR|CRM|C001|                 17,100
HRC (Excl N1)|HCR|CRM|C001|                180,620
HRC (Excl N1)|HCR|CRM|C001|                201,440
HRC (Excl N1)|HCR|CRM|C001|                159,180
HRC (Excl N1)|HCR|CRM|C001|                139,280
HRC (Excl N1)|HCR|CRM|C001|                542,320
HRC (Excl N1)|HCR|CRM|C001|                 48,900
HRC (Excl N1)|HCR|CRM|C001|                 99,000
HRC (Excl N1)|HCR|CRM|C001|                 16,800
HRC (Excl N1)|HCR|CRM|C001|                 48,800
HRC (Excl N1)|HCR|CRM|C001|                 48,220
HRC (Excl N1)|HCR|CRM|C001|                 16,860
HRC (Excl N1)|HCR|CRM|C001|                 77,140
HRC (Excl N1)|HCR|CRM|C001|                284,260
HRC (Excl N1)|HCR|CRM|C001|                 49,360
HRC (Excl N1)|HCR|CRM|C001|                 17,040
HRC (Excl N1)|HCR|CRM|C001|                 16,840
HRC (Excl N1)|HCR|CRM|C001|                 31,740
HRC (Excl N1)|HCR|CRM|C001|                 13,780
HRC (Excl N1)|HCR|CRM|C001|                 15,980
HRC (Excl N1)|HCR|CRM|C001|                 82,800
HRC (Excl N1)|HCR|CRM|C001|                 81,900
HRC (Excl N1)|HCR|CRM|C001|                 16,980
HRC (Excl N1)|HCR|CRM|C001|                101,500
HRC (Excl N1)|HCR|CRM|C001|                 20,300
HRC (Excl N1)|HCR|CRM|C001|                 20,620
HRC (Excl N1)|HCR|CRM|C001|                 20,480
HRC (Excl N1)|HCR|CRM|C001|                 39,300
HRC (Excl N1)|HCR|CRM|C001|                 19,760
HRC (Excl N1)|HCR|CRM|C001|                 17,660
HRC (Excl N1)|HCR|CRM|C001|                 19,380
HRC (Excl N1)|HCR|CRM|C001|                161,120
HRC (Excl N1)|HCR|CRM|C001|                327,640
HRC (Excl N1)|HCR|CRM|C001|                459,820
HRC (Excl N1)|HCR|CRM|C001|                 98,060
HRC (Excl N1)|HCR|CRM|C001|                 20,480
HRC (Excl N1)|HCR|CRM|C001|                 20,540
HRC (Excl N1)|HCR|CRM|C001|                114,820
HRC (Excl N1)|HCR|CRM|C001|                232,200
HRC (Excl N1)|HCR|CRM|C001|                316,840
HRC (Excl N1)|HCR|CRM|C001|                451,920
HRC (Excl N1)|HCR|CRM|C001|                446,060
HRC (Excl N1)|HCR|CRM|C001|                117,200
HRC (Excl N1)|HCR|CRM|C001|                336,980
HRC (Excl N1)|HCR|CRM|C001|                218,440
HRC (Excl N1)|HCR|CRM|C001|                233,960
HRC (Excl N1)|HCR|CRM|C001|                235,640
HRC (Excl N1)|HCR|CRM|C001|                333,700
HRC (Excl N1)|HCR|CRM|C001|                113,140
HRC (Excl N1)|HCR|CRM|C001|                233,340
HRC (Excl N1)|HCR|CRM|C001|                219,520
HRC (Excl N1)|HCR|CRM|C001|                214,440
HRC (Excl N1)|HCR|CRM|C001|                208,700
HRC (Excl N1)|HCR|CRM|C001|                 19,020
HRC (Excl N1)|HCR|CRM|C001|                 19,540
HRC (Excl N1)|HCR|CRM|C001|                 19,740
HRC (Excl N1)|HCR|CRM|C001|                 80,320
HRC (Excl N1)|HCR|CRM|C001|                 20,600
HRC (Excl N1)|HCR|CRM|C001|                 40,640
HRC (Excl N1)|HCR|CRM|C001|                 37,600
HRC (Excl N1)|HCR|CRM|C001|                232,040
HRC (Excl N1)|HCR|CRM|C001|                 16,820
HRC (Excl N1)|HCR|CRM|C001|                 22,700
HRC (Excl N1)|HCR|CRM|C001|                113,960
HRC (Excl N1)|HCR|CRM|C001|                 49,720
HRC (Excl N1)|HCR|CRM|C001|                146,460
HRC (Excl N1)|HCR|CRM|C001|                 83,840
HRC (Excl N1)|HCR|CRM|C001|                 20,040
HRC (Excl N1)|HCR|CRM|C001|                230,520
HRC (Excl N1)|HCR|CRM|C001|                 80,740
HRC (Excl N1)|HCR|CRM|C001|                128,580
HRC (Excl N1)|HCR|CRM|C001|                 42,720
HRC (Excl N1)|HCR|CRM|C001|                233,400
HRC (Excl N1)|HCR|CRM|C001|                212,820
HRC (Excl N1)|HCR|CRM|C001|                 22,100
HRC (Excl N1)|HCR|CRM|C001|                195,400
HRC (Excl N1)|HCR|CRM|C001|                233,040
HRC (Excl N1)|HCR|CRM|C001|                 19,800
HRC (Excl N1)|HCR|CRM|C001|                115,760
HRC (Excl N1)|HCR|CRM|C001|                 13,380
HRC (Excl N1)|HCR|CRM|C001|                230,580
HRC (Excl N1)|HCR|CRM|C001|                 16,000
HRC (Excl N1)|HCR|CRM|C001|                233,620
HRC (Excl N1)|HCR|CRM|C001|                 40,660
HRC (Excl N1)|HCR|CRM|C001|                234,980
HRC (Excl N1)|HCR|CRM|C001|                234,940
HRC (Excl N1)|HCR|CRM|C001|                 20,600
HRC (Excl N1)|HCR|CRM|C001|                 43,780
HRC (Excl N1)|HCR|CRM|C001|                231,740
HRC (Excl N1)|HCR|CRM|C001|                 20,080
HRC (Excl N1)|HCR|CRM|C001|                116,880
HRC (Excl N1)|HCR|CRM|C001|                164,880
HRC (Excl N1)|HCR|CRM|C001|                 19,500
HRC (Excl N1)|HCR|CRM|C001|                 42,080
HRC (Excl N1)|HCR|CRM|C001|                 22,080
HRC (Excl N1)|HCR|CRM|C001|                 22,560
HRC (Excl N1)|HCR|CRM|C001|                 33,200
HRC (Excl N1)|HCR|CRM|C001|                 78,680
HRC (Excl N1)|HCR|CRM|C001|                 77,780
HRC (Excl N1)|HCR|CRM|C001|                 20,660
HRC (Excl N1)|HCR|CRM|C001|                 20,020
HRC (Excl N1)|HCR|CRM|C001|                 41,580
HRC (Excl N1)|HCR|CRM|C001|                 41,220
HRC (Excl N1)|HCR|CRM|C001|                 45,320
HRC (Excl N1)|HCR|CRM|C001|                120,300
HRC (Excl N1)|HCR|CRM|C001|                 90,200
HRC (Excl N1)|HCR|CRM|C001|                 37,640
HRC (Excl N1)|HCR|CRM|C001|                 44,840
HRC (Excl N1)|HCR|CRM|C001|                 20,560
HRC (Excl N1)|HCR|CRM|C001|                 20,580
HRC (Excl N1)|HCR|CRM|C001|                 44,100
HRC (Excl N1)|HCR|CRM|C001|                 40,760
HRC (Excl N1)|HCR|CRM|C001|                 19,700
HRC (Excl N1)|HCR|CRM|C001|                 22,300
HRC (Excl N1)|HCR|CRM|C001|                 20,280
HRC (Excl N1)|HCR|CRM|C001|                 67,100
HRC (Excl N1)|HCR|CRM|C001|                 67,700
HRC (Excl N1)|HCR|CRM|C001|                 66,140
HRC (Excl N1)|HCR|CRM|C001|                 22,720
HRC (Excl N1)|HCR|CRM|C001|                 67,720
HRC (Excl N1)|HCR|CRM|C001|                 20,560
HRC (Excl N1)|HCR|CRM|C001|                 19,100
HRC (Excl N1)|HCR|CRM|C001|                 42,900
HRC (Excl N1)|HCR|CRM|C001|                 40,980
HRC (Excl N1)|HCR|CRM|C001|                 44,360
HRC (Excl N1)|HCR|CRM|C001|                 21,700
HRC (Excl N1)|HCR|CRM|C001|                 20,120
HRC (Excl N1)|HCR|CRM|C001|                 20,420
HRC (Excl N1)|HCR|CRM|C001|                 61,420
HRC (Excl N1)|HCR|CRM|C001|                 45,180
HRC (Excl N1)|HCR|CRM|C001|                 22,540
HRC (Excl N1)|HCR|CRM|C001|                 40,900
HRC (Excl N1)|HCR|CRM|C001|                 22,040
HRC (Excl N1)|HCR|CRM|C001|                148,280
HRC (Excl N1)|HCR|CRM|C001|                 66,200
HRC (Excl N1)|HCR|CRM|C001|                 66,880
HRC (Excl N1)|HCR|CRM|C001|                 66,260
HRC (Excl N1)|HCR|CRM|C001|                 83,940
HRC (Excl N1)|HCR|CRM|C001|                127,300
HRC (Excl N1)|HCR|CRM|C001|                100,720
HRC (Excl N1)|HCR|CRM|C001|                 45,200
HRC (Excl N1)|HCR|CRM|C001|                 21,500
HRC (Excl N1)|HCR|CRM|C001|                 21,220
HRC (Excl N1)|HCR|CRM|C001|                255,900
HRC (Excl N1)|HCR|CRM|C001|                 80,480
HRC (Excl N1)|HCR|CRM|C001|                179,840
HRC (Excl N1)|HCR|CRM|C001|                142,040
HRC (Excl N1)|HCR|CRM|C001|                 82,040
HRC (Excl N1)|HCR|CRM|C001|                 20,280
HRC (Excl N1)|HCR|CRM|C001|                 78,660
HRC (Excl N1)|HCR|CRM|C001|                284,780
HRC (Excl N1)|HCR|CRM|C001|                503,500
HRC (Excl N1)|HCR|CRM|C001|                259,660
HRC (Excl N1)|HCR|CRM|C001|                 21,380
HRC (Excl N1)|HCR|CRM|C001|                192,380
HRC (Excl N1)|HCR|CRM|C001|                100,260
HRC (Excl N1)|HCR|CRM|C001|                 40,440
HRC (Excl N1)|HCR|CRM|C001|                 18,760
HRC (Excl N1)|HCR|CRM|C001|                175,200
HRC (Excl N1)|HCR|CRM|C001|                 61,780
HRC (Excl N1)|HCR|CRM|C001|                 39,440
HRC (Excl N1)|HCR|CRM|C001|                 40,980
HRC (Excl N1)|HCR|CRM|C001|                 20,080
HRC (Excl N1)|HCR|CRM|C001|                 39,920
HRC (Excl N1)|HCR|CRM|C001|                 41,140
HRC (Excl N1)|HCR|CRM|C001|                 39,900
HRC (Excl N1)|HCR|CRM|C001|                222,280
HRC (Excl N1)|HCR|CRM|C001|                328,360
HRC (Excl N1)|HCR|CRM|C001|                109,180
HRC (Excl N1)|HCR|CRM|C001|                133,660
HRC (Excl N1)|HCR|CRM|C001|                172,780
HRC (Excl N1)|HCR|CRM|C001|                 19,740
HRC (Excl N1)|HCR|CRM|C001|                 38,680
HRC (Excl N1)|HCR|CRM|C001|                 16,060
HRC (Excl N1)|HCR|CRM|C001|                297,280
HRC (Excl N1)|HCR|CRM|C001|                198,180
HRC (Excl N1)|HCR|CRM|C001|                113,620
HRC (Excl N1)|HCR|CRM|C001|                259,020
HRC (Excl N1)|HCR|CRM|C001|                494,980
HRC (Excl N1)|HCR|CRM|C001|                198,280
HRC (Excl N1)|HCR|CRM|C001|                116,560
HRC (Excl N1)|HCR|CRM|C001|                116,380
HRC (Excl N1)|HCR|CRM|C001|                115,940
HRC (Excl N1)|HCR|CRM|C001|                 20,520
HRC (Excl N1)|HCR|CRM|C001|                 86,440
HRC (Excl N1)|HCR|CRM|C001|                 16,880
HRC (Excl N1)|HCR|CRM|C001|                 20,800
HRC (Excl N1)|HCR|CRM|C001|                232,120
HRC (Excl N1)|HCR|CRM|C001|                 66,540
HRC (Excl N1)|HCR|CRM|C001|                352,480
HRC (Excl N1)|HCR|CRM|C001|                 67,080
HRC (Excl N1)|HCR|CRM|C001|                 43,480
HRC (Excl N1)|HCR|CRM|C001|                 22,200
HRC (Excl N1)|HCR|CRM|C001|                 22,000
HRC (Excl N1)|HCR|CRM|C001|                 14,100
HRC (Excl N1)|HCR|CRM|C001|              1.161,820
HRC (Excl N1)|HCR|CRM|C001|                 19,700
HRC (Excl N1)|HCR|CRM|C001|                 20,560
HRC (Excl N1)|HCR|CRM|C001|                218,540
HRC (Excl N1)|HCR|CRM|C001|                 56,080
HRC (Excl N1)|HCR|CRM|C001|                765,000
HRC (Excl N1)|HCR|CRM|C001|                 95,600
HRC (Excl N1)|HCR|CRM|C001|                443,840
HRC (Excl N1)|HCR|CRM|C001|                220,360
HRC (Excl N1)|HCR|CRM|C001|                115,720
HRC (Excl N1)|HCR|CRM|C001|                227,640
HRC (Excl N1)|HCR|CRM|C001|                566,860
HRC (Excl N1)|HCR|CRM|C001|                 54,760
HRC (Excl N1)|HCR|CRM|C001|                442,260
HRC (Excl N1)|HCR|CRM|C001|                 16,700
HRC (Excl N1)|HCR|CRM|C001|                956,300
HRC (Excl N1)|HCR|CRM|C001|                 20,600
HRC (Excl N1)|HCR|CRM|C001|                 16,140
HRC (Excl N1)|HCR|CRM|C001|                 16,060
HRC (Excl N1)|HCR|CRM|C001|                144,220
HRC (Excl N1)|HCR|CRM|C001|                285,920
HRC (Excl N1)|HCR|CRM|C001|                299,900
HRC (Excl N1)|HCR|CRM|C001|                 20,580
HRC (Excl N1)|HCR|CRM|C001|                 21,720
HRC (Excl N1)|HCR|CRM|C001|                 59,300
HRC (Excl N1)|HCR|CRM|C001|                178,080
HRC (Excl N1)|HCR|CRM|C001|                 58,340
HRC (Excl N1)|HCR|CRM|C001|                 96,760
HRC (Excl N1)|HCR|CRM|C001|                 38,900
HRC (Excl N1)|HCR|CRM|C001|                304,700
HRC (Excl N1)|HCR|CRM|C001|                 52,940
HRC (Excl N1)|HCR|CRM|C001|                100,380
HRC (Excl N1)|HCR|CRM|C001|                 39,540
HRC (Excl N1)|HCR|CRM|C001|                 79,580
HRC (Excl N1)|HCR|CRM|C001|                118,280
HRC (Excl N1)|HCR|CRM|C001|                299,400
HRC (Excl N1)|HCR|CRM|C001|                 66,500
HRC (Excl N1)|HCR|CRM|C001|                175,040
HRC (Excl N1)|HCR|CRM|C001|                120,460
HRC (Excl N1)|HCR|CRM|C001|                 59,960
HRC (Excl N1)|HCR|CRM|C001|                 59,720
HRC (Excl N1)|HCR|CRM|C001|                 60,160
HRC (Excl N1)|HCR|CRM|C001|                191,740
HRC (Excl N1)|HCR|CRM|C001|                 57,500
HRC (Excl N1)|HCR|CRM|C001|                114,300
HRC (Excl N1)|HCR|CRM|C001|                 19,440
HRC (Excl N1)|HCR|CRM|C001|                135,740
HRC (Excl N1)|HCR|CRM|C001|                 34,200
HRC (Excl N1)|HCR|CRM|C001|                 82,140
HRC (Excl N1)|HCR|CRM|C001|                377,740
HRC (Excl N1)|HCR|CRM|C001|                144,180
HRC (Excl N1)|HCR|CRM|C001|                195,340
HRC (Excl N1)|HCR|CRM|C001|                 41,720
HRC (Excl N1)|HCR|CRM|C001|                 59,000
HRC (Excl N1)|HCR|CRM|C001|                 39,520
HRC (Excl N1)|HCR|CRM|C001|                 58,820
HRC (Excl N1)|HCR|CRM|C001|                 58,380
HRC (Excl N1)|HCR|CRM|C001|                 61,500
HRC (Excl N1)|HCR|CRM|C001|                 60,820
HRC (Excl N1)|HCR|CRM|C001|                 60,040
HRC (Excl N1)|HCR|CRM|C001|                 39,200
HRC (Excl N1)|HCR|CRM|C001|                761,060
HRC (Excl N1)|HCR|CRM|C001|                 82,200
