Material|Material Description|Sales Value (Rp)|Sales Value ($)|Billing Date|Billing Number|Net Weight|UoM|Dist. Channel|Invoice Value (Rp)|DP Value (Rp)|PPn Value (Rp)|PPh Value (Rp)|Invoice Value ($)|DP Value ($)|PPn Value ($)|PPh Value ($)
FCF|C R Coil Hard Finished|               0,00|               0,00|20181002|8000262323|         16.050,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
FCF|C R Coil Hard Finished|               0,00|               0,00|20181002|8000262323|          9.240,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
FCF|C R Coil Hard Finished|               0,00|               0,00|20181002|8000262323|         16.100,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
FCF|C R Coil Hard Finished|               0,00|               0,00|20181002|8000262323|          9.610,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
FCF|C R Coil Hard Finished|   1.314.058.131,00|          87.095,77|20181003|8000262464|         19.730,000|TO|D0|   1.445.463.944,00|               0,00|     131.405.813,00|               0,00|          95.805,35|               0,00|           8.709,58|               0,00
FCF|C R Coil Hard Finished|               0,00|               0,00|20181003|8000262464|         19.800,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
FCF|C R Coil Hard Finished|               0,00|               0,00|20181003|8000262464|         19.350,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
FCF|C R Coil Hard Finished|               0,00|               0,00|20181003|8000262464|         18.050,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
FCF|C R Coil Hard Finished|               0,00|               0,00|20181003|8000262464|         14.150,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
FCF|C R Coil Hard Finished|               0,00|               0,00|20181003|8000262464|         17.800,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
FCF|C R Coil Hard Finished|               0,00|               0,00|20181003|8000262464|         17.390,000|TO|D0|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00|               0,00
CCF|C R Coil Soft Finished|      96.325.680,00|           6.462,49|20181001|8000262269|          9.300,000|TO|D0|     106.247.225,00|               0,00|       9.632.568,00|         288.977,00|           7.128,13|               0,00|             646,25|              19,39
FCF|C R Coil Hard Finished|     262.760.550,00|          17.628,61|20181001|8000262272|         11.260,000|TO|D0|     289.036.605,00|               0,00|      26.276.055,00|               0,00|          19.391,47|               0,00|           1.762,86|               0,00
